3M SKU:;3M SKU Description:;Division:;contar
70202090935;Molar Band Nar Contoured Reg MEU Lt 1Molar 32+;OCSD;3
70202090943;Molar Band Nar Contoured Reg MEU Lt 1Molar 33;OCSD;3
70202090950;Molar Band Nar Contoured Reg MEU Lt 1Molar 33+;OCSD;5
70202090968;Molar Band Nar Contoured Reg MEU Lt 1Molar 34;OCSD;4
70202090976;Molar Band Nar Contoured Reg MEU Lt 1Molar 34+;OCSD;5
70202090984;Molar Band Nar Contoured Reg MEU Lt 1Molar 35;OCSD;4
70202090992;Molar Band Nar Contoured Reg MEU Lt 1Molar 35+;OCSD;6
70202091008;Molar Band Nar Contoured Reg MEU Lt 1Molar 36;OCSD;5
70202091016;Molar Band Nar Contoured Reg MEU Lt 1Molar 36+;OCSD;6
70202091024;Molar Band Nar Contoured Reg MEU Lt 1Molar 37;OCSD;8
70202091032;Molar Band Nar Contoured Reg MEU Lt 1Molar 37+;OCSD;8
70202091040;Molar Band Nar Contoured Reg MEU Lt 1Molar 38;OCSD;10
70202091057;Molar Band Nar Contoured Reg MEU Lt 1Molar 38+;OCSD;10
70202091065;Molar Band Nar Contoured Reg MEU Lt 1Molar 39;OCSD;8
70202091073;Molar Band Nar Contoured Reg MEU Lt 1Molar 39+;OCSD;4
70202091081;Molar Band Nar Contoured Reg MEU Lt 1Molar 40;OCSD;7
70202091099;Molar Band Nar Contoured Reg MEU Lt 1Molar 40+;OCSD;6
70202091107;Molar Band Nar Contoured Reg MEU Lt 1Molar 41;OCSD;3
70202091115;Molar Band Nar Contoured Reg MEU Lt 1Molar 41+;OCSD;4
70202091123;Molar Band Nar Contoured Reg MEU Lt 1Molar 42;OCSD;4
70202091131;Molar Band Nar Contoured Reg MEU Lt 1Molar 42+;OCSD;3
70202091149;Molar Band Nar Contoured Reg MEU Lt 1Molar 43;OCSD;0
70202091156;Molar Band Nar Contoured Reg MEU Lt 1Molar 43+;OCSD;0
70202091164;Molar Band Nar Contoured Reg MEU Lt 1Molar 44;OCSD;0
70202091172;Molar Band Nar Contoured Reg MEU Rt 1Molar 31;OCSD;0
70202091180;Molar Band Nar Contoured Reg MEU Rt 1Molar 31+;OCSD;0
70202091198;Molar Band Nar Contoured Reg MEU Rt 1Molar 32;OCSD;2
70202091206;Molar Band Nar Contoured Reg MEU Rt 1Molar 32+;OCSD;1
70202091214;Molar Band Nar Contoured Reg MEU Rt 1Molar 33;OCSD;1
70202091222;Molar Band Nar Contoured Reg MEU Rt 1Molar 33+;OCSD;1
70202091230;Molar Band Nar Contoured Reg MEU Rt 1Molar 34;OCSD;3
70202091248;Molar Band Nar Contoured Reg MEU Rt 1Molar 34+;OCSD;1
70202091255;Molar Band Nar Contoured Reg MEU Rt 1Molar 35;OCSD;1
70202091263;Molar Band Nar Contoured Reg MEU Rt 1Molar 35+;OCSD;1
70202091271;Molar Band Nar Contoured Reg MEU Rt 1Molar 36;OCSD;5
70202091289;Molar Band Nar Contoured Reg MEU Rt 1Molar 36+;OCSD;4
70202091297;Molar Band Nar Contoured Reg MEU Rt 1Molar 37;OCSD;6
70202091305;Molar Band Nar Contoured Reg MEU Rt 1Molar 37+;OCSD;5
70202091313;Molar Band Nar Contoured Reg MEU Rt 1Molar 38;OCSD;10
70202091321;Molar Band Nar Contoured Reg MEU Rt 1Molar 38+;OCSD;6
70202091339;Molar Band Nar Contoured Reg MEU Rt 1Molar 39;OCSD;5
70202091347;Molar Band Nar Contoured Reg MEU Rt 1Molar 39+;OCSD;1
70202091354;Molar Band Nar Contoured Reg MEU Rt 1Molar 40;OCSD;6
70202091362;Molar Band Nar Contoured Reg MEU Rt 1Molar 40+;OCSD;4
70202091370;Molar Band Nar Contoured Reg MEU Rt 1Molar 41;OCSD;5
70202091388;Molar Band Nar Contoured Reg MEU Rt 1Molar 41+;OCSD;2
70202091396;Molar Band Nar Contoured Reg MEU Rt 1Molar 42;OCSD;1
70202091404;Molar Band Nar Contoured Reg MEU Rt 1Molar 42+;OCSD;2
70202091412;Molar Band Nar Contoured Reg MEU Rt 1Molar 43;OCSD;0
70202091420;Molar Band Nar Contoured Reg MEU Rt 1Molar 43+;OCSD;4
70202091438;Molar Band Nar Contoured Reg MEU Rt 1Molar 44;OCSD;0
70202091446;Molar Band Nar Contoured Reg MEL Lt 1Molar 31;OCSD;0
70202091453;Molar Band Nar Contoured Reg MEL Lt 1Molar 31+;OCSD;0
70202091461;Molar Band Nar Contoured Reg MEL Lt 1Molar 32;OCSD;1
70202091479;Molar Band Nar Contoured Reg MEL Lt 1Molar 32+;OCSD;0
70202091487;Molar Band Nar Contoured Reg MEL Lt 1Molar 33;OCSD;1
70202091495;Molar Band Nar Contoured Reg MEL Lt 1Molar 33+;OCSD;1
70202091503;Molar Band Nar Contoured Reg MEL Lt 1Molar 34;OCSD;2
70202091511;Molar Band Nar Contoured Reg MEL Lt 1Molar 34+;OCSD;4
70202091529;Molar Band Nar Contoured Reg MEL Lt 1Molar 35;OCSD;2
70202091537;Molar Band Nar Contoured Reg MEL Lt 1Molar 35+;OCSD;1
70202091545;Molar Band Nar Contoured Reg MEL Lt 1Molar 36;OCSD;2
70202091552;Molar Band Nar Contoured Reg MEL Lt 1Molar 36+;OCSD;5
70202091560;Molar Band Nar Contoured Reg MEL Lt 1Molar 37;OCSD;5
70202091578;Molar Band Nar Contoured Reg MEL Lt 1Molar 37+;OCSD;5
70202091586;Molar Band Nar Contoured Reg MEL Lt 1Molar 38;OCSD;3
70202091594;Molar Band Nar Contoured Reg MEL Lt 1Molar 38+;OCSD;4
70202091602;Molar Band Nar Contoured Reg MEL Lt 1Molar 39;OCSD;1
70202091610;Molar Band Nar Contoured Reg MEL Lt 1Molar 39+;OCSD;1
70202091628;Molar Band Nar Contoured Reg MEL Lt 1Molar 40;OCSD;0
70202091636;Molar Band Nar Contoured Reg MEL Lt 1Molar 40+;OCSD;1
70202091644;Molar Band Nar Contoured Reg MEL Lt 1Molar 41;OCSD;6
70202091651;Molar Band Nar Contoured Reg MEL Lt 1Molar 41+;OCSD;0
70202091669;Molar Band Nar Contoured Reg MEL Lt 1Molar 42;OCSD;3
70202091677;Molar Band Nar Contoured Reg MEL Lt 1Molar 42+;OCSD;2
70202091685;Molar Band Nar Contoured Reg MEL Lt 1Molar 43;OCSD;4
70202091693;Molar Band Nar Contoured Reg MEL Lt 1Molar 43+;OCSD;2
70202091701;Molar Band Nar Contoured Reg MEL Lt 1Molar 44;OCSD;0
70202091719;Molar Band Nar Contoured Reg MEL Rt 1Molar 31;OCSD;0
70202091727;Molar Band Nar Contoured Reg MEL Rt 1Molar 31+;OCSD;0
70202091735;Molar Band Nar Contoured Reg MEL Rt 1Molar 32;OCSD;0
70202091743;Molar Band Nar Contoured Reg MEL Rt 1Molar 32+;OCSD;0
70202091750;Molar Band Nar Contoured Reg MEL Rt 1Molar 33;OCSD;1
70202091768;Molar Band Nar Contoured Reg MEL Rt 1Molar 33+;OCSD;1
70202091776;Molar Band Nar Contoured Reg MEL Rt 1Molar 34;OCSD;2
70202091784;Molar Band Nar Contoured Reg MEL Rt 1Molar 34+;OCSD;1
70202091792;Molar Band Nar Contoured Reg MEL Rt 1Molar 35;OCSD;2
70202091800;Molar Band Nar Contoured Reg MEL Rt 1Molar 35+;OCSD;2
70202091818;Molar Band Nar Contoured Reg MEL Rt 1Molar 36;OCSD;2
70202091826;Molar Band Nar Contoured Reg MEL Rt 1Molar 36+;OCSD;3
70202091834;Molar Band Nar Contoured Reg MEL Rt 1Molar 37;OCSD;4
70202091842;Molar Band Nar Contoured Reg MEL Rt 1Molar 37+;OCSD;1
70202091859;Molar Band Nar Contoured Reg MEL Rt 1Molar 38;OCSD;2
70202091867;Molar Band Nar Contoured Reg MEL Rt 1Molar 38+;OCSD;3
70202091875;Molar Band Nar Contoured Reg MEL Rt 1Molar 39;OCSD;1
70202091883;Molar Band Nar Contoured Reg MEL Rt 1Molar 39+;OCSD;2
70202091891;Molar Band Nar Contoured Reg MEL Rt 1Molar 40;OCSD;2
70202091909;Molar Band Nar Contoured Reg MEL Rt 1Molar 40+;OCSD;0
70202091917;Molar Band Nar Contoured Reg MEL Rt 1Molar 41;OCSD;0
70202091925;Molar Band Nar Contoured Reg MEL Rt 1Molar 41+;OCSD;1
70202091933;Molar Band Nar Contoured Reg MEL Rt 1Molar 42;OCSD;1
70202091941;Molar Band Nar Contoured Reg MEL Rt 1Molar 42+;OCSD;1
70202091958;Molar Band Nar Contoured Reg MEL Rt 1Molar 43;OCSD;0
70202091966;Molar Band Nar Contoured Reg MEL Rt 1Molar 43+;OCSD;0
70202091974;Molar Band Nar Contoured Reg MEL Rt 1Molar 44;OCSD;0
70202091982;Molar Band Nar Contoured Reg MEL Rt 2Molar 28;OCSD;1
70202091990;Molar Band Nar Contoured Reg MEL Rt 2Molar 28+;OCSD;0
70202092006;Molar Band Nar Contoured Reg MEL Rt 2Molar 29;OCSD;0
70202092014;Molar Band Nar Contoured Reg MEL Rt 2Molar 29+;OCSD;0
70202092022;Molar Band Nar Contoured Reg MEL Rt 2Molar 30;OCSD;1
70202092030;Molar Band Nar Contoured Reg MEL Rt 2Molar 30+;OCSD;0
70202092048;Molar Band Nar Contoured Reg MEL Rt 2Molar 31;OCSD;0
70202092055;Molar Band Nar Contoured Reg MEL Rt 2Molar 31+;OCSD;0
70202092063;Molar Band Nar Contoured Reg MEL Rt 2Molar 32;OCSD;0
70202092071;Molar Band Nar Contoured Reg MEL Rt 2Molar 32+;OCSD;2
70202092089;Molar Band Nar Contoured Reg MEL Rt 2Molar 33;OCSD;1
70202092097;Molar Band Nar Contoured Reg MEL Rt 2Molar 33+;OCSD;0
70202092105;Molar Band Nar Contoured Reg MEL Rt 2Molar 34;OCSD;0
70202092113;Molar Band Nar Contoured Reg MEL Rt 2Molar 34+;OCSD;0
70202092121;Molar Band Nar Contoured Reg MEL Rt 2Molar 35;OCSD;0
70202092139;Molar Band Nar Contoured Reg MEL Rt 2Molar 35+;OCSD;0
70202092147;Molar Band Nar Contoured Reg MEL Rt 2Molar 36;OCSD;2
70202092154;Molar Band Nar Contoured Reg MEL Rt 2Molar 36+;OCSD;0
70202092162;Molar Band Nar Contoured Reg MEL Rt 2Molar 37;OCSD;0
70202092170;Molar Band Nar Contoured Reg MEL Rt 2Molar 37+;OCSD;2
70202092188;Molar Band Nar Contoured Reg MEL Rt 2Molar 38;OCSD;2
70202092196;Molar Band Nar Contoured Reg MEL Rt 2Molar 38+;OCSD;2
70202092204;Molar Band Nar Contoured Reg MEL Rt 2Molar 39;OCSD;0
70202092212;Molar Band Nar Contoured Reg MEL Rt 2Molar 39+;OCSD;1
70202092220;Molar Band Nar Contoured Reg MEL Rt 2Molar 40;OCSD;0
70202092238;Molar Band Nar Contoured Reg MEL Rt 2Molar 40+;OCSD;1
70202092246;Molar Band Nar Contoured Reg MEL Rt 2Molar 41;OCSD;0
70202092253;Molar Band Nar Contoured Reg MEL Lt 2Molar 28;OCSD;0
70202092261;Molar Band Nar Contoured Reg MEL Lt 2Molar 28+;OCSD;0
70202092279;Molar Band Nar Contoured Reg MEL Lt 2Molar 29;OCSD;0
70202092287;Molar Band Nar Contoured Reg MEL Lt 2Molar 29+;OCSD;0
70202092295;Molar Band Nar Contoured Reg MEL Lt 2Molar 30;OCSD;0
70202092303;Molar Band Nar Contoured Reg MEL Lt 2Molar 30+;OCSD;0
70202092311;Molar Band Nar Contoured Reg MEL Lt 2Molar 31;OCSD;0
70202092329;Molar Band Nar Contoured Reg MEL Lt 2Molar 31+;OCSD;0
70202092337;Molar Band Nar Contoured Reg MEL Lt 2Molar 32;OCSD;0
70202092345;Molar Band Nar Contoured Reg MEL Lt 2Molar 32+;OCSD;0
70202092352;Molar Band Nar Contoured Reg MEL Lt 2Molar 33;OCSD;0
70202092360;Molar Band Nar Contoured Reg MEL Lt 2Molar 33+;OCSD;0
70202092378;Molar Band Nar Contoured Reg MEL Lt 2Molar 34;OCSD;0
70202092386;Molar Band Nar Contoured Reg MEL Lt 2Molar 34+;OCSD;0
70202092394;Molar Band Nar Contoured Reg MEL Lt 2Molar 35;OCSD;2
70202092402;Molar Band Nar Contoured Reg MEL Lt 2Molar 35+;OCSD;1
70202092410;Molar Band Nar Contoured Reg MEL Lt 2Molar 36;OCSD;1
70202092428;Molar Band Nar Contoured Reg MEL Lt 2Molar 36+;OCSD;2
70202092436;Molar Band Nar Contoured Reg MEL Lt 2Molar 37;OCSD;3
70202092444;Molar Band Nar Contoured Reg MEL Lt 2Molar 37+;OCSD;0
70202092451;Molar Band Nar Contoured Reg MEL Lt 2Molar 38;OCSD;5
70202092469;Molar Band Nar Contoured Reg MEL Lt 2Molar 38+;OCSD;2
70202092477;Molar Band Nar Contoured Reg MEL Lt 2Molar 39;OCSD;3
70202092485;Molar Band Nar Contoured Reg MEL Lt 2Molar 39+;OCSD;1
70202092493;Molar Band Nar Contoured Reg MEL Lt 2Molar 40;OCSD;3
70202092501;Molar Band Nar Contoured Reg MEL Lt 2Molar 40+;OCSD;1
70202092519;Molar Band Nar Contoured Reg MEL Lt 2Molar 41;OCSD;3
70202092527;Molar Band Nar Contoured Reg MEU Rt 2Molar 28;OCSD;0
70202092535;Molar Band Nar Contoured Reg MEU Rt 2Molar 28+;OCSD;0
70202092543;Molar Band Nar Contoured Reg MEU Rt 2Molar 29;OCSD;0
70202092550;Molar Band Nar Contoured Reg MEU Rt 2Molar 29+;OCSD;0
70202092568;Molar Band Nar Contoured Reg MEU Rt 2Molar 30;OCSD;0
70202092576;Molar Band Nar Contoured Reg MEU Rt 2Molar 30+;OCSD;0
70202092584;Molar Band Nar Contoured Reg MEU Rt 2Molar 31;OCSD;0
70202092592;Molar Band Nar Contoured Reg MEU Rt 2Molar 31+;OCSD;0
70202092600;Molar Band Nar Contoured Reg MEU Rt 2Molar 32;OCSD;3
70202092618;Molar Band Nar Contoured Reg MEU Rt 2Molar 32+;OCSD;0
70202092626;Molar Band Nar Contoured Reg MEU Rt 2Molar 33;OCSD;2
70202092634;Molar Band Nar Contoured Reg MEU Rt 2Molar 33+;OCSD;0
70202092642;Molar Band Nar Contoured Reg MEU Rt 2Molar 34;OCSD;1
70202092659;Molar Band Nar Contoured Reg MEU Rt 2Molar 34+;OCSD;2
70202092667;Molar Band Nar Contoured Reg MEU Rt 2Molar 35;OCSD;1
70202092675;Molar Band Nar Contoured Reg MEU Rt 2Molar 35+;OCSD;1
70202092683;Molar Band Nar Contoured Reg MEU Rt 2Molar 36;OCSD;3
70202092691;Molar Band Nar Contoured Reg MEU Rt 2Molar 36+;OCSD;1
70202092709;Molar Band Nar Contoured Reg MEU Rt 2Molar 37;OCSD;2
70202092717;Molar Band Nar Contoured Reg MEU Rt 2Molar 37+;OCSD;1
70202092725;Molar Band Nar Contoured Reg MEU Rt 2Molar 38;OCSD;3
70202092733;Molar Band Nar Contoured Reg MEU Rt 2Molar 38+;OCSD;3
70202092741;Molar Band Nar Contoured Reg MEU Rt 2Molar 39;OCSD;3
70202092758;Molar Band Nar Contoured Reg MEU Rt 2Molar 39+;OCSD;1
70202092766;Molar Band Nar Contoured Reg MEU Rt 2Molar 40;OCSD;2
70202092774;Molar Band Nar Contoured Reg MEU Rt 2Molar 40+;OCSD;2
70202092782;Molar Band Nar Contoured Reg MEU Rt 2Molar 41;OCSD;2
70202092790;Molar Band Nar Contoured Reg MEU Lt 2Molar 28;OCSD;0
70202092808;Molar Band Nar Contoured Reg MEU Lt 2Molar 28+;OCSD;0
70202092816;Molar Band Nar Contoured Reg MEU Lt 2Molar 29;OCSD;0
70202092824;Molar Band Nar Contoured Reg MEU Lt 2Molar 29+;OCSD;0
70202092832;Molar Band Nar Contoured Reg MEU Lt 2Molar 30;OCSD;0
70202092840;Molar Band Nar Contoured Reg MEU Lt 2Molar 30+;OCSD;0
70202092857;Molar Band Nar Contoured Reg MEU Lt 2Molar 31;OCSD;0
70202092865;Molar Band Nar Contoured Reg MEU Lt 2Molar 31+;OCSD;0
70202092873;Molar Band Nar Contoured Reg MEU Lt 2Molar 32;OCSD;4
70202092881;Molar Band Nar Contoured Reg MEU Lt 2Molar 32+;OCSD;2
70202092899;Molar Band Nar Contoured Reg MEU Lt 2Molar 33;OCSD;2
70202092907;Molar Band Nar Contoured Reg MEU Lt 2Molar 33+;OCSD;0
70202092915;Molar Band Nar Contoured Reg MEU Lt 2Molar 34;OCSD;0
70202092923;Molar Band Nar Contoured Reg MEU Lt 2Molar 34+;OCSD;2
70202092931;Molar Band Nar Contoured Reg MEU Lt 2Molar 35;OCSD;0
70202092949;Molar Band Nar Contoured Reg MEU Lt 2Molar 35+;OCSD;3
70202092956;Molar Band Nar Contoured Reg MEU Lt 2Molar 36;OCSD;2
70202092964;Molar Band Nar Contoured Reg MEU Lt 2Molar 36+;OCSD;2
70202092972;Molar Band Nar Contoured Reg MEU Lt 2Molar 37;OCSD;4
70202092980;Molar Band Nar Contoured Reg MEU Lt 2Molar 37+;OCSD;3
70202092998;Molar Band Nar Contoured Reg MEU Lt 2Molar 38;OCSD;0
70202093004;Molar Band Nar Contoured Reg MEU Lt 2Molar 38+;OCSD;3
70202093012;Molar Band Nar Contoured Reg MEU Lt 2Molar 39;OCSD;2
70202093020;Molar Band Nar Contoured Reg MEU Lt 2Molar 39+;OCSD;1
70202093038;Molar Band Nar Contoured Reg MEU Lt 2Molar 40;OCSD;0
70202093046;Molar Band Nar Contoured Reg MEU Lt 2Molar 40+;OCSD;2
70202093053;Molar Band Nar Contoured Reg MEU Lt 2Molar 41;OCSD;0
70000836851;Clarity ADVANCED MBT Bkt       U Lt Central 17T/4A 022;OCSD;3
70000836869;Clarity ADVANCED MBT Bkt       U Rt Central 17T/4A 022;OCSD;1
70000836877;Clarity ADVANCED MBT Bkt       U Lt Lateral 10T/8A 022;OCSD;1
70000836885;Clarity ADVANCED MBT Bkt       U Rt Lateral 10T/8A 022;OCSD;1
70000836893;Clarity ADVANCED MBT Bkt       U Lt Cuspid 0T/8A DHk 022;OCSD;0
70000836901;Clarity ADVANCED MBT Bkt       U Rt Cuspid 0T/8A DHk 022;OCSD;2
70000836919;Clarity ADVANCED MBT Bkt       U Lt/Rt Bicuspid -7T/0A 022;OCSD;0
70000836927;Clarity ADVANCED MBT Bkt       Lower Anterior -6T/0A 022;OCSD;0
70000836935;Clarity ADVANCED MBT Bkt       L Lt Cuspid 0T/3A DHk 022;OCSD;0
70000836943;Clarity ADVANCED MBT Bkt       L Rt Cuspid 0T/3A DHk 022;OCSD;0
70000836950;Clarity ADVANCED MBT Bkt       L Lt 1st Bicuspid -12T/2A 022;OCSD;0
70000836968;Clarity ADVANCED MBT Bkt       L Rt 1st Bicuspid -12T/2A 022;OCSD;0
70000836976;Clarity ADVANCED MBT Bkt       L Lt 2nd Bicuspid -17T/2A 022;OCSD;0
70000836984;Clarity ADVANCED MBT Bkt       L Rt 2nd Bicuspid -17T/2A 022;OCSD;0
70000842867;APC FF Clarity ADVANCED MBT    U Lt Cuspid 0T/8A DHk 022;OCSD;0
70000846405;Unitek Gemini Clear Bkt MBT    U Lt Central +17T/4A 022;OCSD;4
70000846413;Unitek Gemini Clear Bkt MBT    U Rt Central +17T/4A 022;OCSD;7
70000846421;Unitek Gemini Clear Bkt MBT    U Lt Lateral +10T/8A 022;OCSD;4
70000846439;Unitek Gemini Clear Bkt MBT    U Rt Lateral +10T/8A 022;OCSD;3
70000846447;Unitek Gemini Clear Bkt MBT    U Lt Cuspid 0T/8A Hk 022;OCSD;4
70000846454;Unitek Gemini Clear Bkt MBT    U Rt Cuspid 0T/8A Hk 022;OCSD;3
70000846462;Unitek Gemini Clear Bkt MBT    U Lt Bicuspid -7T/0A Hk 022;OCSD;5
70000846470;Unitek Gemini Clear Bkt MBT    LWR Anterior -6T/0A 022;OCSD;1
70000846488;Unitek Gemini Clear Bkt MBT    L Lt Cuspid 0T/3A Hk 022;OCSD;2
70000846496;Unitek Gemini Clear Bkt MBT    L Rt Cuspid 0T/3A Hk 022;OCSD;4
70000846504;Unitek Gemini Clear Bkt MBT    L Lt 1Bicuspid -12T/2A Hk 022;OCSD;2
70000846512;Unitek Gemini Clear Bkt MBT    L Rt 1Bicuspid -12T/2A Hk 022;OCSD;3
70000846520;Unitek Gemini Clear Bkt MBT    L Lt 2Bicuspid -17T/2A Hk 022;OCSD;2
70000846538;Unitek Gemini Clear Bkt MBT    L Rt 2Bicuspid -17T/2A Hk 022;OCSD;1
70000847825;Unitek Gemini Clear Bkt MBT    U Rt Bicuspid -7T/0A Hk 022;OCSD;0
70000849532;Clarity ADVANCED ROTH Bkt      U Lt Central 12T/5A 022;OCSD;2
70000849540;Clarity ADVANCED ROTH Bkt      U Rt Central 12T/5A 022;OCSD;0
70000849557;Clarity ADVANCED ROTH Bkt      U Lt Lateral 8T/9A 022;OCSD;0
70000849565;Clarity ADVANCED ROTH Bkt      U Rt Lateral 8T/9A 022;OCSD;0
70000849573;Clarity ADVANCED ROTH Bkt      U Lt Cuspid 0T/11A DHk 022;OCSD;0
70000849581;Clarity ADVANCED ROTH Bkt      U Rt Cuspid 0T/11A DHk 022;OCSD;0
70000849599;Clarity ADVANCED MBT Bkt       U Lt Bicuspid -7T/0A DHk 022;OCSD;0
70000849607;Clarity ADVANCED MBT Bkt       U Rt Bicuspid -7T/0A DHk 022;OCSD;0
70000849615;Clarity ADVANCED ROTH Bkt      L Lt/Rt Anterior -1T/0A 022;OCSD;0
70000849623;Clarity ADVANCED ROTH Bkt      L Lt Cuspid -11T/7A DHk 022;OCSD;0
70000849631;Clarity ADVANCED ROTH Bkt      L Rt Cuspid -11T/7A DHk 022;OCSD;0
70000849649;Clarity ADVANCED ROTH Bkt      L Lt 1Bicuspid -17T/0A DHk 022;OCSD;0
70000849656;Clarity ADVANCED ROTH Bkt      L Rt 1Bicuspid -17T/0A DHk 022;OCSD;0
70000849664;Clarity ADVANCED ROTH Bkt      L Lt 2Bicuspid -22T/0A DHk 022;OCSD;0
70000849672;Clarity ADVANCED ROTH Bkt      L Rt 2Bicuspid -22T/0A DHk 022;OCSD;0
70000850456;Clarity ADVANCED ROTH          U/L Lt/Rt 5X5 Hk 022;OCSD;15
70000853138;Clarity ADVANCED MBT           U/L Lt/Rt 5X5 Hk 022;OCSD;0
70000853229;Clarity ADVANCED MBT Bkt       L Lt 1Bicuspid -12T/2A DHk 022;OCSD;0
70000853237;Clarity ADVANCED MBT Bkt       L Rt 1Bicuspid -12T/2A DHk 022;OCSD;0
70000853245;Clarity ADVANCED MBT Bkt       L Lt 2Bicuspid -17T/2A DHk 022;OCSD;0
70000853252;Clarity ADVANCED MBT Bkt       L Rt 2Bicuspid -17T/2A DHk 022;OCSD;0
70000877327;Clarity ADVANCED MBT Bkt       U Lt Cuspid 0T/8A 022;OCSD;0
70000877335;Clarity ADVANCED MBT Bkt       U Rt Cuspid 0T/8A 022;OCSD;0
70000877343;Clarity ADVANCED MBT Bkt       L Lt Cuspid 0T/3A 022;OCSD;0
70000877350;Clarity ADVANCED MBT Bkt       L Rt Cuspid 0T/3A 022;OCSD;0
70000915127;Clarity Ultra SL Bkt MBT       U/L Lt/Rt 5X5 Hk 022;OCSD;0
70000915226;APC FF Clarity Ultra SL MBT    U/L Lt/Rt 5X5 Hk 022;OCSD;0
70000915259;Clarity Ultra SL Bkt MBT       U Lt Central 17T/4A 022;OCSD;0
70000915267;Clarity Ultra SL Bkt MBT       U Rt Central 17T/4A 022;OCSD;0
70000915275;Clarity Ultra SL Bkt MBT       U Lt Lateral 10T/8A 022;OCSD;0
70000915283;Clarity Ultra SL Bkt MBT       U Rt Lateral 10T/8A 022;OCSD;0
70000915291;Clarity Ultra SL Bkt MBT       U Lt Cuspid 0T/8A DHk 022;OCSD;0
70000915309;Clarity Ultra SL Bkt MBT       U Rt Cuspid 0T/8A DHk 022;OCSD;0
70000915341;Clarity Ultra SL Bkt MBT       L Lt/Rt Anterior -6T/0A 022;OCSD;0
70000846272;Victory Series Active SL Roth  U/L Lt/Rt 5X5 Hk 022;OCSD;0
70006628740;APC II Gemini MBT Twin         U Lt Central 17T/4A 022;OCSD;2
70006628757;APC II Gemini MBT Twin         U Rt Central 17T/4A 022;OCSD;2
70006628765;APC II Gemini MBT Twin         U Lt Lateral 10T/8A 022;OCSD;2
70006628773;APC II Gemini MBT Twin         U Rt Lateral 10T/8A 022;OCSD;2
70006628815;APC II Gemini MBT Twin         U Rt Cuspid -7T/8A Hk 022;OCSD;0
70006628849;APC II Gemini MBT Twin         U Lt Cuspid 0T/8A Hk 022;OCSD;0
70006628856;APC II Gemini MBT Twin         U Rt Cuspid 0T/8A Hk 022;OCSD;0
70006628872;APC II Gemini MBT Twin         U Rt Bicuspid -7T/0A THK Hk 022;OCSD;2
70006628880;APC II Gemini MBT Twin         U Lt Bicuspid -7T/0A THK Hk 022;OCSD;2
70006628898;APC II Gemini MBT Twin         L Lt/Rt Anterior -6T/0A 022;OCSD;2
70006628922;APC II Gemini MBT Twin         L Lt Cuspid -6T/3A Hk 022;OCSD;0
70006628930;APC II Gemini MBT Twin         L Rt Cuspid -6T/3A Hk 022;OCSD;0
70006628963;APC II Gemini MBT Twin         L Lt Cuspid 0T/3A Hk 022;OCSD;0
70006628971;APC II Gemini MBT Twin         L Rt Cuspid 0T/3A Hk 022;OCSD;0
70006629003;APC II Gemini MBT Twin         L Lt 1Bicuspid -12T/2A Hk 022;OCSD;0
70006629011;APC II Gemini MBT Twin         L Rt 1Bicuspid -12T/2A Hk 022;OCSD;2
70006629045;APC II Gemini MBT Twin         L Lt 2Bicuspid -17T/2A Hk 022;OCSD;2
70006629052;APC II Gemini MBT Twin         L Rt 2Bicuspid -17T/2A Hk 022;OCSD;0
70006629409;APC II Gemini MBT Twin         U/L Lt/Rt 5x5  Cuspid Hk 022;OCSD;4
70202012459;Miniature Twin                 U Lt Central 12T/5A 022;OCSD;0
70202012467;Miniature Twin                 U Rt Central 12T/5A 022;OCSD;0
70202012475;Miniature Twin                 U Lt Lateral 8T/9A 022;OCSD;0
70202012483;Miniature Twin                 U Rt Lateral 8T/9A 022;OCSD;0
70202012517;Miniature Twin                 U Lt Cuspid 0T/11A DHk 022;OCSD;0
70202012525;Miniature Twin                 U Rt Cuspid 0T/11A DHk 022;OCSD;0
70202012566;Miniature Twin                 L Lt/Rt Anterior -1T/0A 022;OCSD;0
70202012608;Miniature Twin                 L Rt Cuspid -11T/5A DHk 022;OCSD;0
70202012657;Miniature Twin                 L Lt 2Bicuspid -22T/0A DHk 022;OCSD;0
70202012665;Miniature Twin                 L Rt 2Bicuspid -22T/0A DHk 022;OCSD;0
70202031673;Gemini Twin                    U/L Lt/Rt 5X5 Hk 022;OCSD;0
70202108851;Victory Series Low Profile MBT U Lt Central 17T/4A 022;OCSD;0
70202108869;Victory Series Low Profile MBT U Rt Central 17T/4A 022;OCSD;0
70202108877;Victory Series Low Profile MBT U Lt Lateral 10T/8A 022;OCSD;0
70202108885;Victory Series Low Profile MBT U Rt Lateral 10T/8A 022;OCSD;0
70202108935;Victory Series Low Profile MBT U Lt Cuspid 0T/8A DHk 022;OCSD;0
70202108943;Victory Series Low Profile MBT U Rt Cuspid 0T/8A DHk 022;OCSD;0
70202108992;Victory Series Low Profile MBT U Lt Bicuspid -7T/0A DHk 022;OCSD;0
70202109008;Victory Series Low Profile MBT U Rt Bicuspid -7T/0A DHk 022;OCSD;0
70202109214;Victory Series Low Profile MBT L Lt/Rt Anterior -6T/0A 022;OCSD;0
70202109255;Victory Series Low Profile MBT L Lt Cuspid 0T/3A 2D/O DHk 022;OCSD;0
70202109263;Victory Series Low Profile MBT L Rt Cuspid 0T/3A 2D/O DHk 022;OCSD;0
