Codigo;Descripcion Comprador
70201056531;3M CLINPRO XT VARNISH FLUOR 10 GRS.CLICKER. FICHA ADJUNTA, ENTREGA EN 2 DIAS HABILES VCTO 13 MESES DESDE RECEPCION.
70201088260;BARNIZ FLUOR CLINPRO WHITE VAR MENT X100 UDS
70201088260;527846 CLINPRO WHITE VARNISH BARNIZ CON FLUORURO DE SODIO AL 5% Y TCP 100 UNIDOSIS CON 100 PINCEL REF: - CAJA X 100 UNID,- 3M - VCTO. 07-2026 - SE ADJUNTA F. TECNICA. DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL. MINIMO FACTURACION NETO 200.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201088260;CLINPRO WHITE VARNISH 100 UNIDOSIS CON 100 PINCELES GRANEL, MARCA 3M, DESPACHO EN 48 HRS HÁBILES, VENCIMIENTO 10-25
70201088260;3M CLINPRO WHITE VARNISH 100 DOSIS MENTA CON TRI-CALCIO. FICHA ADJUNTA, ENTREGA EN 2 DIAS HABILES VCTO 13 MESES DESDE RECEPCION.
70201059998;527782 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO C2B JERINGA 4GRS REF: 7018C2B - CAJA X 1 UNID. - 3M - VCTO. 12-2025 - SE ADJUNTA F. TECNICA. DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL. MINIMO FACTURACION NETO 200.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201059998;FILTEK Z350 XT TONO C2B, MARCA 3M, DESPACHO EN 48 HRS HÁBILES, VENCIMIENTO 10-25
70201059998;3M FILTEK Z350 XT UNIV.COLOR C2B JERINGA. FICHA ADJUNTA, ENTREGA EN 2 DIAS HABILES VCTO 13 MESES DESDE RECEPCION.
70201059964;527781 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO B3B JERINGA 4GRS REF: 7018B3B - CAJA X 1 UNID.- 3M - VCTO. 12-2025 - SE ADJUNTA F. TECNICA. DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL. MINIMO FACTURACION NETO 200.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201059964;FILTEK Z350 XT TONO B3B, MARCA 3M, DESPACHO EN 48 HRS HÁBILES, VENCIMIENTO 10-25
70201059964;3M FILTEK Z350 XT UNIV.COLOR B3B JERINGA. FICHA ADJUNTA, ENTREGA EN 2 DIAS HABILES VCTO 13 MESES DESDE RECEPCION.
70201059915;COMPOSITE Z-350 XT A3,5B JER 4G
70201059915;527777 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A3.5B JERINGA 4GRS REF: 7018 A3.5B - CAJA X 1 UNID.- 3M- VCTO. 05-2026 - SE ADJUNTA F. TECNICA. DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL. MINIMO FACTURACION NETO 200.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201059915;FILTEK Z350 XT TONO A3,5B, MARCA 3M, DESPACHO EN 48 HRS HÁBILES, VENCIMIENTO 10-25
70201059915;ULTRADENT COMPOSITE FORMA A3.5B 4 GRS. FICHA ADJUNTA, ENTREGA EN 2 DIAS HABILES VCTO 13 MESES DESDE RECEPCION.
70201059907;COMPOSITE Z-350 XT A3B JER 4G
70201059907;527776 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A3B JERINGA 4GRS REF: 7018A3B - CAJA X 1 UNID. - 3M - VCTO. 06-2026 - SE ADJUNTA F. TECNICA. DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL. MINIMO FACTURACION NETO 200.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201059907;FILTEK Z350 XT TONO A3B, MARCA 3M, DESPACHO EN 48 HRS HÁBILES, VENCIMIENTO 10-25
70201059907;ULTRADENT COMPOSITE FORMA A3B 4 GRS.. FICHA ADJUNTA, ENTREGA EN 2 DIAS HABILES VCTO 13 MESES DESDE RECEPCION.
70201059899;COMPOSITE Z-350 XT A2B JER 4G
70201059899;NEO SPECTRAT ST HV SYRINGE REFILL A2 - MARCA:- COD:60701982 VTO ENTREGA EN:7 DIAS
70201059899;527775 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A2B JERINGA 4GRS REF: 7018A2B - CAJA X 1 UNID. -3M - VCTO. 06-2026 - SE ADJUNTA F. TECNICA. DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL. MINIMO FACTURACION NETO 200.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201059899;FILTEK Z350 XT TONO A2B, MARCA 3M, DESPACHO EN 48 HRS HÁBILES, VENCIMIENTO 10-25
70201059899;ULTRADENT COMPOSITE FORMA A2B 4 GRS.. FICHA ADJUNTA, ENTREGA EN 2 DIAS HABILES VCTO 13 MESES DESDE RECEPCION.
70201059881;COMPOSITE Z-350 XT A1B JER 4G
70201059881;NEO SPECTRAT ST HV SYRINGE REFILL A1 - MARCA:- COD: VTO ENTREGA EN:7 DIAS
70201056531;BARNIZ FLUOR CLINPRO XT VARNISH 10G 3M
70201056531;527843 CLINPRO XT VARNISH BARNIZ DE CONTACTO PROLONGADO CLICKER 10GRS REF: 12248 - CAJA X 1 UNID.- 3M - VCTO. 12-2025 - SE ADJUNTA F. TECNICA. DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL. MINIMO FACTURACION NETO 200.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201056531;CLINPRO XT VARNISH, MARCA 3M, DESPACHO EN 48 HRS HÁBILES, VENCIMIENTO 10-25
70201057711;3M VITREBOND KIT 9GRS+5.5ML 7510
70201057711;KAVITAN LC, 12G PLV SHADE A2 + 5G LIQ. 4113411PE
70201143149;VIDRIO IONOMERO AUTOPOLIMERIZABLE KETAC MOLAR 3M ESPE O EQUIVALENTE, SEGUN EETT ADJUNTAS
70201143149;I-FIL A3 VIDRIO IONOMERO DE RESTAURACION AUTOPOLIMIRIZABLE - MARCA:- COD:BID339 VTO ENTREGA EN:7 A 10 DIAS
70201143149;3M KETAC MOLAR 12,5 GRS.POLVO A3+8,5 ML.
70201026088;KAVITAN LC, 12G PLV SHADE A3 + 5G LIQ. 4113412PE
70201026088;3M VITREMER A3 KIT RESTAURATIVO
70201059899;I-LIGHT N COMPOSITE NANO ZIRCONIO A2 - MARCA:- COD:BID347 VTO ENTREGA EN:7 A 10 DIAS
70201059899;3M FILTEK SUPREME FLOW RESTORATIVE A2 SET X JERINGA 2ML
XA009216871;3M FILTEK Z350 XT ESSENTIALC5JGS COLOR BODY XA-0092-2432-1
70201140426;3M ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML.
70201144139;ACIDO ORTOFOSFORICO AL 37% (JERINGAS), SEGUN EETT ADJUNTAS
70201144139;I-GEL ACIDO ORTOFOSFORICO UNIDADES 4,3 GR - MARCA:- COD:BID301U VTO ENTREGA EN:7 A 10 DIAS
70201057711;7510 VITREBOND FOTOCURADO 3M - MARCA:3M- COD:XH002405419 UN VTO ENTREGA EN:7 A 10 DIAS
70201140426;ADHESIVO 3M ESPE O EQUIVALENTE, SEGUN EETT ADJUNTAS
70201143149;7510 VITREBOND FOTOCURADO 3M - MARCA:3M- COD:XH002405419 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201143149;3M KETAC MOLAR 12,5 GRS.POLVO A3+8,5 ML. MARCA 3M USA FICHA ADJUNTA FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENRTEGA 5 DIAS
70201059915;COMPOSITE FILTEK Z350 TONO A3,5 BODY PRESENTACIÓN JERINGA DE 4GR CADA UNA COMPOSITE RESINA FOTO POLIMERIZACIÓN DISEÑADA PARA SER UTILIZADA EN RESTAURACIONES ANTERIORES Y POSTERIORES. RELLENO 100% NANOMÉTRICO VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO
70201059915;FILTEK Z250 XT A3.5 3M - MARCA:3M- COD:70201079137 UN VTO ENTREGA EN:4-5 DIAS HABILES
70201059915;ULTRADENT COMPOSITE FORMA A3B 4 GRS. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENRTEGA 5 DIAS
70201088260;FLUOR BARNIZ INDIVIDUAL: BARNIZ DE FLÚOR CON TCP (TRIFOSFATO DE CALCIO)- FÓRMULA QUE CONTIENE FLÚOR CALCIO Y COMPONENTES DE FOSFATO LOCALIZADOS EN FORMA NATURAL EN LA SALIVA.TRANSPARENTE. SABOR A MENTA. CONTENIDO: 100 DOSIS Y 100 BROCHAS DE APLICACIÓN CLINPRO WHITE VARNISH MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
UU009805928;DTE LAMPARA I LED II. FICHA ADJUNTA ENTREGA EN 2 DIAS HABILES GARANTIA 12 MESES
XA009216871;KIT DE RESINAS COMPUESTAS 5 JERINGAS 3M O EQUIVALENTE, SEGUN EETT ADJUNTAS
70201143149;MATERIAL RESTAURADOR A BASE DE IONÓMERO DE VIDRIO KETAC MOLAR EASY MIX PRESENTACIÓN KIT TONO A3 POLVO 12,5 G LÍQUIDO 8,5 ML LOSETA DE MEZCLA INSTRUCTIVOS QUE CONSISTE EN UNA COMBINACIÓN DE VIDRIO DE SILICATO DE ALUMINIO Y ÁCIDO POLIACRÍLICO. SE ADJUNTA FICHA TÉCNICA MARCA 3M ESPE PROCEDENCIA USA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
XH002417075;RELYX U200 A2 CLICKER 11GRS, MARCA 3M, VENCIMIENTO 07-11-24, DESPACHO EN 48 HRS HÁBILES.
70201059899;RESTAURADOR FLUIDO 3M FILTEK Z350 XT TONO A2 (2 JERINGAS) O EQUIVALENTE, SEGUN EETT ADJUNTAS
70202089465;TRANSBOND XT ( LIGHT CURE ADHESIVE PASTE) 4G, O CARACTERISTICAS SIMILARES , GERINGA
70201057711;VIDRIO IONOMERO FOTOPOLIMERIZABLE VITREBOND 3M ESPE O EQUIVALENTE, SEGUN EETT ADJUNTAS
70201026088;VIDRIO IONOMERO FOTOPOLIMERIZABLE VITREMER 3M ESPE O EQUIVALENTE, SEGUN EETT ADJUNTAS
70201030957;3M DISCO SOFLEX S.FINO PAPEL 4851SF 12 BOLSA 30 UNID EX-1982SF. FICHA ADJUNTA, ENTREGA 3 DIAS HABILES VCTO 13 MESES
70201030940;3M DISCO SOFLEX FINO PAPEL 4851F 12 BOLSA 30 UNID EX-1982F. FICHA ADJUNTA, ENTREGA 3 DIAS HABILES VCTO 13 MESES
70201030932;3M DISCO SOFLEX MEDIANO PAPEL 4851M 12 BOLSA 30 UNID EX-1982M. FICHA ADJUNTA, ENTREGA 3 DIAS HABILES VCTO 13 MESES
70201030924;3M DISCO SOFLEX GRUESO PAPEL 4851C 12 BOLSA 30 UNID EX-1982C. FICHA ADJUNTA, ENTREGA 3 DIAS HABILES VCTO 13 MESES
70201051979;3M COMPOSITE FILTEK P60 JERINGA A3 8100 FICHA ADJUNTA VCTO 18 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201030981;3M DISCO SOFLEX FINO PLAST 4930F 38 BOLSA 30 UNID EX-2381F FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201031021;3M DISCO SOFLEX FINO PLAST 4931F 12 BOLSA 30 UNID EX-2382F FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201030965;3M DISCO SOFLEX GRUESO PLAST 4930C 38 BOLSA 30 UNID EX-2381C FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201031005;3M DISCO SOFLEX GRUESO PLAST 4931C 12 BOLSA 30 UNID EX-2382C FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201030999;3M DISCO SOFLEX S.FINO PLAST 4930SF 38 BOLSA 30 UNID EX-2381SF FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201143149;3M KETAC MOLAR 12,5 GRS.POLVO A3+8,5 ML. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201411975;3M SELLANTE CONCISE INSTITUCIONAL FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
UU009805928;"LAMPARA DE FOTOCURADO 76973 LED ELIPAR DEEPCURE -L INCLUYE: LÁMPARA (BATERÍA LI-ION INTEGRADA); CARGADOR UNIVERSAL CON 5 ADAPTADORES; GUÍA DE LUZ DE 10 MM; PROTECTOR OCULAR; 3 DISCOS DE FOTOCURADO MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO NO APLICA FLETE INCLUIDO"
UU009805928;76973 ELIPAR DEEPCURE-L 100V-240V INT 3M - MARCA:3M- COD:UU009805928 UN VTO ENTREGA EN:10-15 DIAS HABILES
UU009805928;527834 LED ELIPAR DEEPCURE LAMPARA DE FOTOCURADO 1 UNI X CAJA REF: 76973 - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES COD-SCFHM. DESPACHO EN 1 DIA HABIL MONTO MINIMO DESPACHO 200.000. INCLUYE FLETE. EL DESPACHO NO TIENE COSTO ADICIONAL. SE ADJUNTA FICHA TECNICA
UU009805928;3M LAMPARA ELIPAR LED DEEP CURE-L FOTO 3M-76973 ALEMANIA GARANTIA 24 MESES ENRTEGA 5 DIAS HABILES
70201139303;527828 SINGLE BOND ADHESIVO UNIVERSAL FRASCO 3ML X CAJA REF: 41269 - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201139303;3M ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
XH002417356;ADHESIVO ADPER SINGLE BOND 2 FRASCO 6GR 3M - MARCA:3M- COD:70201051961 UN VTO ENTREGA EN:10-15 DIAS HABILES
XH002417356;527831 ADPER SINGLE BOND 2 ADHESIVO CON NANOTECNOLOGIA FRASCO 6GRS X CAJA REF: 51202 - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
XH002417356;3M ADHESIVO SINGLE BOND 2 FRASCO 6ML FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201059915;ULTRADENT COMPOSITE FORMA A3.5B 4 GRS. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201059824;JERINGA FILTEK Z350 XT TONO A2D 3M - MARCA:3M- COD:70201059824 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201059824;527770 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A2D JERINGA 4GRS X CAJA REF: 7018A2D - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201059824;ULTRADENT COMPOSITE FORMA A2D 4 GRS. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201076042;JERINGA FILTEK Z350 XT TONO A1E 3M - MARCA:3M- COD:70201076042 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201076042;527783 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A1E JERINGA 4GRS X CAJA REF: 7018A1E - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201076042;ULTRADENT COMPOSITE FORMA A1E 4 GRS. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201051987;JERINGA FILTEK P60 TONO B2 3M - MARCA:3M- COD:70201051987 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201051987;527817 FILTEK P60 SISTEMA DE RESTAURACION PARA POSTERIORES TONO B2 JERINGA 4GRS X CAJA REF: 8100B2 - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201051979;JERINGA FILTEK P60 TONO A3 3M - MARCA:3M- COD:70201051979 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201051979;527816 FILTEK P60 SISTEMA DE RESTAURACION PARA POSTERIORES TONO A3 JERINGA 4GRS X CAJA REF: 8100A3 - CAJA POR 1 UNIDAD - ACCESORIOS MEDICOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201088260;3M CLINPRO WHITE VARNISH DOSIS MENTA CON TRI-CALCIO FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201140426;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5ML 3M - MARCA:3M- COD:70201140426 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201140426;527829 SINGLE BOND ADHESIVO UNIVERSAL FRASCO 5ML X CAJA REF: 41269 - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201140426;3M ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5 ML. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201139303;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML 3M - MARCA:3M- COD:70201139303 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201076083;JERINGA FILTEK Z350 XT TONO B2E 3M - MARCA:3M- COD:70201076083 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201076083;527786 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO B2E JERINGA 4GRS X CAJA REF: 7018B2E - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201076083;ULTRADENT COMPOSITE FORMA B2E 4 GRS. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201059832;JERINGA FILTEK Z350 XT TONO A3D 3M - MARCA:3M- COD:70201059832 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201059832;527771 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A3D JERINGA 4GRS X CAJA REF: 7018A3D - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201059832;ULTRADENT COMPOSITE FORMA A3D 4 GRS. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201059907;JERINGA FILTEK Z350 XT TONO A3B 3M - MARCA:3M- COD:70201059907 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201059907;527776 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A3B JERINGA 4GRS X CAJA REF: 7018A3B - CAJA POR 1 UNIDAD - ACCESORIOS MEDICOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201059907;ULTRADENT COMPOSITE FORMA A3B 4 GRS. FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201059915;JERINGA FILTEK Z350 XT TONO A3.5B 3M - MARCA:3M- COD:70201059915 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201059915;527777 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A3.5B JERINGA 4GRS X CAJA REF: 7018 A3.5B - CAJA POR 1 UNIDAD - ACCESORIOS MEDICOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201411975;527850 CONCISE SELLANTE SIN ACIDO DE FOTOCURADO FRASCO 6ML 1 UNI X CAJA REF: 1930W - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201413591;EVE MANDRIL PDISCOS SOFLEX FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201143149;527865 KETAC CEM EASYMIX CEMENTO DE IONOMERO DE VIDRIO KIT 30GRS 12ML - CAJA POR 1 KIT - INSUMOS - 3M DENTAL - VIGENCIA SUPERIOR A 36 MESES.
70201057711;7510 VITREBOND FOTOCURADO 3M - MARCA:3M- COD:XH002405419 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201057711;3M VITREBOND KIT 9GRS+5.5ML 7510 FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201026088;3M VITREMER A3 KIT RESTAURATIVO FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 5 DIAS
70201140426;527829 SINGLE BOND ADHESIVO UNIVERSAL FRASCO 5ML REF: 41269 - CAJA X 1 UNIDAD - 3M - VCTO. 12-2025 - SE ADJUNTA F. TECNICA - DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL - MONTO MINIMO FACTUARCION 200.000 NETO - MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201026104;527821 VITREMER RESTAURADOR DE IONOMERO DE VIDRIO MODIFICADO CON RESINA KIT PEDIATRICO - CAJA X 1 KIT - 3M - VCTO. 12-2025 - SE ADJUNTA F. TECNICA - DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL - MONTO MINIMO FACTUARCION 200.000 NETO - MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
XH002405039;527850 CONCISE SELLANTE SIN ACIDO DE FOTOCURADO FRASCO 6ML REF: 1930W - CAJA X 1 UNID. - 3M - VCTO. 12-2025 - SE ADJUNTA F. TECNICA - DESPACHO EN 2 DIAS Y SIN COSTO ADICIONAL - MONTO MINIMO FACTUARCION 200.000 NETO - MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
UU009805928;527834 LED ELIPAR DEEPCURE LAMPARA DE FOTOCURADO 1 UNI X CAJA REF: 76973 - CAJA POR 1 UNIDAD - INSUMOS - 3M DENTAL - SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. DESPACHO EN 2 DIAS VENCIMIENTO 03-2026 EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION. COD-SCFHM
70201057711;IONOMERO DE VIDRIO VITREBOND PLUS CLICKER 10GRS MARCA 3M VCTO. 20 MESES SE ADJUNTA FICHA DEL PRODUCTO
70201057711;IONOMERO DE VIDRIO CLICKER 10 GR.
70201057711;527849 CLINPRO SELLADOR DE FOSETAS Y FISURAS, KIT REF: 12646 - CAJA POR 1 KIT - INSUMOS - 3M DENTAL VENCIMIENTO 12-2025 MONTO MINIMO DE FACTURACIÓN 200.000.- NETO SE ADJUNTA FICHA TECNICA. DESPACHO 3 DÍA 72 HORAS GARANTIA 12 MESES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES RE
70201059915;527777 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A3.5B JERINGA 4GRS X CAJA REF: 7018 A3.5B - CAJA POR 1 UNIDAD - ACCESORIOS MEDICOS - 3M DENTAL VENCIMIENTO 12-2025 MONTO MINIMO DE FACTURACIÓN 200.000.- NETO SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍA 48 HORAS GARANTIA 12 MESES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VEN
70201059915;3M FILTEK Z350 XT UNIV.COLOR A3.5B JERINGA. SE ADJUNTA FICHA, ENTREGA EN 5 DIAS HABILES.VCTO 13 MESES
70201059899;527775 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A2B JERINGA 4GRS X CAJA REF: 7018A2B - CAJA POR 1 UNIDAD - ACCESORIOS MEDICOS - 3M DENTAL VENCIMIENTO 12-2025 MONTO MINIMO DE FACTURACIÓN 200.000.- NETO SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍA 48 HORAS GARANTIA 12 MESES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL
70201059899;3M FILTEK Z350 XT UNIV.COLOR A2B JERINGA. SE ADJUNTA FICHA, ENTREGA EN 5 DIAS HABILES.VCTO 13 MESES
70201026088;527822 VITREMER RESTAURADOR DE IONOMERO DE VIDRIO MODIFICADO CON RESINA KIT REF: 3303A3 - CAJA POR 1 KIT - INSUMOS - 3M DENTAL VENCIMIENTO 12-2025 MONTO MINIMO DE FACTURACIÓN 200.000.- NETO SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍA 48 HORAS GARANTIA 12 MESES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA
70201026088;3M VITREMER A3 KIT RESTAURATIVO. SE ADJUNTA FICHA, ENTREGA EN 5 DIAS HABILES.VCTO 13 MESES
70201059915;527776 FILTEK Z350XT SISTEMA DE RESTAURACION UNIVERSAL CON NANOTECNOLOGIA TONO A3B JERINGA 4GRS X CAJA REF: 7018A3B - CAJA POR 1 UNIDAD - ACCESORIOS MEDICOS - 3M DENTAL VENCIMIENTO 12-2025 MONTO MINIMO DE FACTURACIÓN 200.000.- NETO SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍA 48 HORAS GARANTIA 12 MESES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL
70201059915;3M FILTEK Z350 XT UNIV.COLOR A3B JERINGA. SE ADJUNTA FICHA, ENTREGA EN 5 DIAS HABILES.VCTO 13 MESES
70201056531;3M CLINPRO XT VARNISH FLUOR 10 GRS.CLICKER FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 3 DIAS HABILES
70201030908;3M DISCO SOFLEX FINO PAPEL 4850F 38 BOLSA 30 UNID EX-1981F FICHA ADJUNTA VCTO 13 MESES DESDE RECEPCION ENTREGA 3 DIAS HABILES
